ID,tweet,none
1253593671431323648t, Im afraid its not as simple as that you save yourself from the flu You dont know who has been vaccinated  who hasnt I agree that people with underlying health issues should get the vaccine If your Doctor told you that about saving other people he is lying,1
1343560733229891585t, If the vaccine doesnt prevent transmission of the virus but prevents death from covid but not from comorbidities obviously how will we know if it works based on the way deaths have been reported People will still die with Covid right,0
1350871969076555777t, The govs own literature thy give away with the vaccine states that the vaccine is useless unless thr 2nd dose us given   thickmoron,0
1415480814486401025t,COVID19 Vaccine Sudden Paralysis of Houston Women Related to Johnson  Johnson Vaccine She Says ,0
1365633102240972805t,Love hearing people say the vaccine is perfectly safe How dumb are these people,1
1370876371594063874t,Denmark will not use AstraZenecas COVID19 vaccine for two weeks after reports some recipients had developed serious blood clots and in one case may have died as a result They did not say how many reports of blood clots there had been but Austria has stopped using a batch,0
1337843787394060294t, I saw a post that said  40 years of research on HIV NO VACCINE  100 years of Cancer research NO VACCINE  Centuries worth of research on common cold NO VACCINE  Now with barely 9 months of research and they got a Corona Vaccine  u think questing its safety is a conspiracy,0
1419144032077418496t,Chinese vaccine may end up being worse than I even imagined ,0
1375189639603089415t,    Yes the proof is right there too see I looked through my neighbours windows and he was watching BBC news and the next day he got the stupid COVID vaccine which also makes you think that communism is wrong,1
1245089474150834176t, 1977 Swine Flu debacle they cried wolf and killed people with vaccine 2005 Avian H5N1 Flu they cried wolf and sold lots of Tamiflu to which virus was entirely immune  2009 H1N1 they cried wolf and sold lots of Tamiflu and EXTRA flu shots This is the Wolf,0
1351567036401369090t,ofc im misa amane  anywayz who cares about covid vaccine  ,1
1404394965019500548t,  AstraZeneca ChAdOx ADENOVIRUS COVID19 Chimpanzee SHOTS for Horseshoe Bats Vaccine  Sounds like GAIN OF FUNCTION DUAL USE OFFENSIVE BIO WEAPONS Pilbright Institute with only ANIMAL VACCINES  Nuremberg2 ,1
1404960475050242048t,DONT BE STUPID YOU HAVE BEEN WARNED A VERY MISERABLE COUNTRY AFTER ITS STUPID HUGE CCPVirus VACCINATION BET ON SCANDALIZED CCP SINOVAC SHOTS Chile shuts capital Santiago once more as Covid19 vaccines fail to quell rampant cases ,0
1250780953255063552t,      I dont get a flu vaccine I wouldnt get a COVID19 vaccine either unless I were at risk Same goes with wearing a mask If youre high risk take every precaution you feel appropriate and likewise if youre not,1
1355190672245071876t, How is it called a vaccine when its just a hair better than a coin flip,0
1268602782996729859t, Im using VaccinesKill on all WHO or GAVI tweet I see,0
1370597876049580033t,Just the way your palliative didnt reach me neither covid19 relief let your vaccine not near me Hold it to your families and friends not mine MY GOD IS STILL IN CONTROL OF MY LIFE,1
1341522367349059584t, Why do you need to get vaccinated ahead of my grandparents who are in their 70s and 80s AOC  idiot,1
1376693981661302786t,They can have it YALL COULDNT PAY ME ENOUGH TO GET THE JOHNSON AND JOHNSON VACCINE,1
1314355950858297344t,Bill Gates on Track to Grow His Fortune Through Foundations Ties to Vaccine Makers  Childrens Health Defense  10 Billion increase to his fortune during Covid Lock this man up,0
1376903209059508228t,why take a vaccine when you can literally just do herion,1
1301767657398599687t,Lol nobody wanna get that COVID vaccine So fuck they gonna do with it,1
1376899980431126532t,   south Africa also have concerns about the OxfordAstra vaccine along with Australia and Canada Ive had it myself but I do wonder why this one inparticular has so much bad press around the world,1
1309521038863073281t, Vaccines  I think i dislike that word now more than any other That and moderna,1
1332818907619610632t,  Ive worked with dry ice and chemicals I respectfully disagree I wouldnt take the Pfizer vaccine Just my two cents,1
1322352522569240578t, J and J vaccine thats one I wouldnt touch Remember the De Puy hip replacement disgrace,1
1445530800800206855t, Stop boycott to Sputnik vaccine Do not ruin our lives,1
1346589507685150722t,Health authorities on alert after nurse DIES following vaccination with Pfizers Covid19 shot in Portugal  RT World News ,0
1313032257003634688t, His goal is to turn himself into a fake hero by claiming he beat covid and change the narrative with a vaccine Hes a con artist and orchestrates a reality show,1
1337841879115845634t,  Arent they the most vulnerable to side effects of the vaccine too,0
1337245449628114945t,    An there it is using poor grandma and grandpa Im sure they will be thrilled about being the governments upcoming science experiment with the no longterm data Pfizer vaccine ,0
1329555971216183303t,Former Pfizer chief says  you do not mass vacinate something very smelly is going on,1
1303305598419730434t, Seems like that vaccine is turning u to Russian  ,1
1339845905957216261t,  Pfizer warn against for that reason They dont tell ppl not to take their own medicines for no reason Im not against vax but for pregnant woman the Pfizer vax should not be taken If in the UK you went pregnant for this vax they wouldnt administer it,0
1355571646631968778t, My parents are 795 and live in the northern panhandle and havent been vaccinated How is the governor being applauded,1
1364782180866674692t,   The problem is I dont want to take part in a global experiment with an untested unnecessary vaccine People have died and had serious adverse reactions to it I would rather take my chances with the flu sorry covid 19,0
1354026454472945666t, My mom has refused the vaccine because she doesnt like that people think its a miracle So even though I couldve gotten her in to get it nope But she does wear a mask social distance and wash her hands,1
