ID,tweet,unnecessary
1339818990504353794t,  Theres been a vaccine problem in this country long before Covid19,0
1353789766542778368t, I have severe allergies I went into anaphylaxis the last time I had a flu shot I have been told not to take the vaccine Am I to be treated like a leper because I legitimately cannot take the vaccine,0
1365269098024820743t, the world or better said worlds politicians are begining to enforce vaccination This is not ethical this is not right this is terrible NO against the pasaporte vacunal ,0
1317920122145808384t,  killer vaccines  A toxic untested Nano tec junk vaccine in 2021 Not even at gun point would I take it    novaccines for a disease that you made up,1
1288447226117857281t, I realize that Trump believes in the Vax BUTIt is a Fools Errand to chase a Vaccine for the flu Never has worked Never will work It is just as natural to have a flu virus in the society as it is to have fleas Period We dont need a vax Embarrassing,1
1363996081017749505t,COVID19 Vaccine Maker Pfizer Paid 23 Billion In Largest Healthcare Fraud Settlement in History But You Are Still Supposed To Trust Them With This Vaccine ,0
1429407536118108167t,  This being a different kind of product I refuse to call it vaccine unlike Covaxin the risks are huge Cancer Risk and multigenerational Cancer risk being most alarming of them I reiterate immunity boost will be zero Check my warnings in 10 years time,1
1340087079364124681t, None of these people should get the vaccine before the rest of us Covid was a non issue a hoax the flu Why are they rushing to get the vaccine now,1
1376885149686714368t,  Notwithstanding the disgusting coercion attempt  a person who has already had COVID  possesses antibody immunity has no medical reason to take the vaccine Its not sound medical advice whatsoever,1
1375121581970718721t,   Why are you advocating for young people to be vaccinated with an experimental vaccine when they are at virtually no risk from the virus,1
1377007701000077316t, But theres no rational argument for a Covid passport either unless nobody is ever going to travel abroad until everyone in the destination country is vaccinated Whats the point vetting ppl in venues at home if you might come into contact with someone abroad Both are nonsense,0
1355215073308979203t,  You can stand up and protect it but god gave us free will Anti vaccine and pro choice want the same freedom If we could set aside our religious views we would accomplish more,0
1300302315241390080t, That is a distinct possibility as there has never been a vaccine for the Common cold which is caused by a Corona virus However the common cold is not a killer like Covid19 so no great effort has been expended on creating a vaccine There is a major effort by Pharmaceutical 12,1
1434556197097689088t,Fully Vaccinated With Pfizer Youre 6 to 13 Times More Likely to Get Delta Than Someone With Natural Immunity Study Says  Childrens Health Defense ,1
1287966343321522177t,   The vast majority of cases are asymptomatic  So what if theres no vaccine  Theres no vaccine for lots of diseases and they burn out eventually  Its not like Ebola ravaged the world and everyone stayed at home until a vaccine was developed,1
1327744386311069696t, Not getting a vaccine  I dont get the flu shot eitherI work in a hospital Respiratory Therapist2 patients and 2 staff had COVIDnobody died,1
1353462525501685760t,     One could argue that the lockdown measures  mask mandates have had a greater impact on destroying peoples health resulting in an increase in icu numbers Im sure its also a coincidence that this new untested vaccine being rolled out in January coincides with the increases,0
1366041838109474823t, Ah yes If the vulnerable have had a covid19 vaccine 2doses they are as protected as can be from a virus with a 99 survival rate 000005 risk to children and 005 risk to someone healthy 65  Average age of with covid death is 82,1
1335599087635345410t,Macron I Will Not Get Vaccinated by The PfizerBioNTech Vaccine  No Virus has been Treated with this Companys Technology A Statement about the PfizerBioNTech Vaccine was made by the President of France Emmanuel Macron During an interview Goldendawn Nationalism Greece ,0
1376307959337213959t, The best chance to fight the virus is to live a healthy lifestyle though not relying on a vaccine As for the idea that it can just be eradicated is nonsensical because of the low fatalityhigh spreading that would be impossible to even measure let alone achieve,1
1318950822059888642t,    A vaccine is not guaranteed and its not a silver bullet The woman working on the Oxford one said not to wait for it If we needed a vaccine for herd immunity then the human race would have died out ages ago,1
1343585522216706052t,  The Independent quoted Astra Zeneca exec Pascal Soriot there is a danger that the virus could disappear too fast School shutdowns help with this by blackmailing parents into accepting pharmas plan or starving Theres no scientific support for it,0
1343740354307248128t,   You go back to the old normal as soon as you become immune Immune to their BS Havent worn a mask go everywhere as normal Im doing just fine People getting sick are getting sick from bacterial pneumonia from their mask wearing,1
1339324620328067074t, Youre one step ahead of me Im still left wondering why people who have already been infected with COVID need the vaccine They dont No Bullshit I asumme this one is less nefarious Pfizer wants everyone to fork over their fucking money By fiat if your nation allows it,1
1326260971975962625t,Pfizer  a company with one of the worst track records in the business,0
1253363713647788035t,  Still a concern A dr relative said Chinese reporters shouldnt be near Pres or VP Personally dont like Pres  VP together Other concern is if they push them to take a vaccine in the fall There is no way in hell I would let them inject me wanything  protect,0
1353073049667420161t, The PfizerBioNTech COVID19 Vaccine includes the following ingredients mRNA lipids 4hydroxybutyl tested on mice which are nearly the same as humans gives bladder cancer,0
1375210940933672968t,I do not believe vaccinated immunity is better then natural immunity and NOBODY who has had the virus already should be vaccinated I do believe that those who have not had COVID in at risks groups should consult with their doctor about getting vaccinated,1
