ID,tweet,ineffective
1300292349331943425t,  Lets wear masks and shut down the economy until all obese people are fit and thin or until they can get their asses jabbed with the GatesFauci Chinese Virus Vaccine Is that what we should do,0
1319609392195567617t,  I wont be complying with that 100 There may never be treatment or a vaccine Its utterly soul destroying,1
1338157421819203591t,    I hate to agree with you but I dont trust the vaccines at all,0
1354561494990680069t, Beside this AstraZeneca is a 175 vaccine based on a chimpanzee Adenovirus Vector with an efficiency of calculated 70 which is less in elderly The chance of an Immune Escape of the new VOC makes this vaccine even more Questionable Fighting a virus with a Virus,1
1365658136678432768t, Seriously though lets talking about the unsanitary means of this vaccine come on though,0
1334919111449710594t,Anyone out there still believing shit will go back to normal after a vaccine Get your head checked Pfizer scandemic WhyAreTheyDoingThis fuckoffboris fuckboris,1
1218958578461048832t,  Not the Holocaust its the rapevaccineinduced viral apocalypse via the coronavirus from Wuhan See ,0
1342148013498662913t,  Long term effects of the vaccine I know what covid long term effects are Including and not limited to brain damage circulatory dysfunction ptsd irreversible lung damage what are the long term effects of the vaccine That you are gunne demand I take without an answer,0
1344376885585858564t,   Not sure on what part of the vaccine doesnt stop you catchinginfectingdying from the virus that youre not quite grasping,1
1283735207363801089t, Polio and Covid19 are different diseases I dont trust a vaccine that is being rushed through testing and for a coronavirus which scientists have never been able to come up with a vaccine for before Lets be honest very few people are washing their masks,0
1259907654484463622t, Also its a side effect from vaccines Were they recently vaccinated You cant vaccinate sick kids If they had Covid their bodies were already compromised and fighting that infection off Add 68 vaccines and this can happen,0
1356184173157998594t,Australia we have a very low number of covid cases Hooray for us   Hmmm  So you better hope that vaccine works better than a human immune system  Oh wait  Anyway Good luck,1
1337515921850642435t,covid vaccine rushed to general public AROUND the world lining the pockets of a select few Yet nature ALWAYS finds a way ,0
1376969914989211651t,I watched a tutorial from a RN in Atlanta who was black They said that they mRNA protein thats in Pfizer is bad for the melanin in people who are black so could imagine being black and getting the covid vaccine   And 1 of the side effects in 6 months is you get vitiligo ,0
1338558825767571458t,  And that my friends is how you convince the people that mandatory vaccines are necessary Game over we are all fucked  NWO and covid 21 on the way weneedarevolution wearebeingplayed,0
1340078220255916033t, these vaccines are not a cure You should read the negative articles about Modernas vaccine which Trump has already ordered some 200 Million doses  ,1
1167048021613432833t,   So youre saying that since the measles vaccine was introduced in the 1960s the measles vaccine could be responsible for any condition that has become more prevalent since then For some immuneimpaired people its not down to personal choice,0
1262977087427641345t,The rapid loss of antiviral immunity in Modernas prior mRNA vaccine against flu is going to be another concern here  if they get similar results to that published data low level COVID19 immunity could be lost in as little as 46 months even after two doses,1
1336501088732659712t,    Well there have not been too many scary AEs but thats still in the air They will likely be significantly worse in all the shitty platforms like AVV that AstraZeneca is using Im not against these vaccines moving forward Just worried about what mandates will arrive,0
1342912408982085635t,So people getting the vaccine still have to wear a mask I thought the vaccine was going to end the war against Covid Or do you have to wait till you get all your doses Genuinely curious,1
1343831293319131136t,   28 of people receiving the Covid vaccine have had AERs Thats higher than the death toll from Covid As a 30 something healthy woman there is no need for me to have the vaccine Especially when there have been no tests on how it affects fertility,0
1251522912756137984t,   IF we develop a vaccine We havent managed one for any other version of a Corona virus yet attempts at SARS vaccines were all failures We dont even have one for the common cold,1
1285273250067603456t,According to the article the Covid 19 vaccine is safe and provides immunity for only 2 months Maybe ready by Christmas Article states that Chinese candidate may also be effective Will u take the vaccine That would be a no for me ,1
1401616859380785164t,  Ok so the facts  vaccines take a while to kick in and become protective even the flu vaccine takes 2 weeks One is only considered protected 23 weeks after 2nd Pfizer dose  so unfortunately these people werent yet protected,1
1422247844745039877t,Indeed theres really no other way to explain our figures other than JanssenJJ people being nearly twice as likely to get infected as unvaccinated people Not that the vaccine is making them more vulnerable rather its just not helping much but theyre taking more risk,1
1419609371814760450t, Vaccines do not prevent infection or spread just reduce deaths CDC USA data show most at risk 90 over 55 with clearly identifiable medical conditions How makes sense to offer Pfizer to young fit supermarket workers instead,1
1335762934216216580t,  What if we have preexisting conditions that prevent our bodies from making the protein   Medicine has advanced but the vaccine isnt 100 yet  Wait a month or two for the results   Supposedly one person had the vaccine and contracted COVID19,1
1365704216472416262t, I think the levy is about to break Folk being told wait for the vaccine to then be told the vaccine doesnt change owt Then when the vaccine seems to be doing what vaccines do boom variants still better stay home While we watch 50k at a stadium in India,1
