ID,tweet,pharma
1328132858658119681t,  On a serious note please explain why Justin Trudeau purchased 10X the amount of vaccines than any other country The Pfizer study is out  full of flaws There is no such thing as a coronavirus vaccine Canadians want to know,1
1315010207215489024t, I think you meant to tweet Were leaving no stone unturned in the pursuit of massive profits from the fight against COVID19 You dont really think were doing this out of the goodness of our hearts do you Were a big company with money to make,1
1325903381907566592t,  Pfizer The company fined billions for fraud falsifying data bribing Drs wants to make COVID vaccine  And when that vaccine injures or kills guess who CANNOT be sued for damages ,1
1364570906828308488t,JJ vax not much better 66 than the AstraZeneca for preventing any COVID infection including moderate and maybe inferior in terms of preventing severe illness 85 ,0
1354913900588888071t,The dangers of rushing when dealing with pharmaceutical companies and their profits German officials say AstraZeneca vaccine shouldnt be given to over65s citing lack of data ,1
1339924449315926021t, Then why he gave money to gavi et to pfizer for the vaccines thats fucked up and hes pushing it a lot the vaccination with the operation war speed and shit,1
1368140362384953345t,Crimes of Covid Vaccine Maker Pfizer Documented  read this from a law firm and say you still think we should trust these people You should be asking why adverse reactions to any vaccine is classified information in Canada  ,1
1336663515399000066t, As a PM how dare you to allow Canadians get vaccinated knowing that the vaccine isnt  effective Also havent you heard that Pfizer was given legal protection from uk gvt about the vaccine in case some side effects How dare you,1
1406649788049739779t,   Are you for real Masks prevent transmission to others as well Show me a study that people cannot transmit the virus after vaccination with Covidshield or Covaxin And what makes you think you have 100 protection with such low efficacy vaccines,0
1296678622837657600t,   No vaccine Covid vanishing Never had succcessful coronavirus vaccine anyway Trust gone forever,0
1332917923627687936t,     We are not talking about building immunity but talking about vaccines while ignoring vaccineinjuries,0
1329013896280215552t,   Research Moderna very eager to get mRNA vaccines rubber stamped I hope Im wrong and that this is just a placebo a vaccine prophylactic 95 protective in a virus with 999 survivability But if Im right Sec filings ,0
1289557758694445056t, His role in Moderna is where he made his fortune and established his connections Let that sink in Wake up people You are being conditioned and controlled Please copy and paste this I did,1
1332289280371281920t,      MHRA has received substantial funds from Bill and Melinda Gates Foundation This money was to help them improve their vaccine approval systems so nothing to see here Move along now No conflicts of interest all above board be quiet Shut up Take your vaccine,1
1333050059953467397t, I saw some reports online but they are so worrying I feel sick at the thought of having an Mrna vaccine I want to have a choice to have the Oxford one instead,0
1298269839820128256t, GET A GRIP FDA CHIEF You LIED About The 35 Mortality Rate The 35 Is The DIFFERENCE Between The HIGH Dosage  The LOW Dosage And There Were ZERO Placibos Involved Trumps PUSHING The Convalescent Plasma On Us As Putin PUSHES His Vaccine On The Russian Citizens,0
1336397980748959752t,several people have already died after taking the pfizer vaccine according to Pfizer by the way ,0
1343693348788436999t,Sadrzadeh is the first person to have a known allergic reaction to Modernas coronavirus vaccine according to The New York Times Other vaccines now in use have also been known to cause allergic reactions in rare cases ,0
1285948350982950913t,Nope not buying that There is extensive research to show any vaccine will be RNA Its no coincidence Gates in Aug 2019 bought into the pharma company BioNTECH which specialises in RNA vaccine development This is the same company contracted by our gov to supply any vaccine,1
1288016546330292224t,The same FDA that made Cannibals a Class A the most dangerous of all drugs drug Even though Tobacco and Alcohol kill billions World Wide each year Weed no The Deep State has its hold on the FDA now That vaccine will be worth billions to the Global Elite backing it,1
1319989662593785856t,   Ah the waiting for godot gambit Still no vaccine for hiv And the flu vaccine is 30 effective With a 995 survival rate Ill take my chances and proceed with caution ,0
1328910610273284099t,Modernas coronavirus vaccine can cause severe fatigue and aches and pains Two top vaccine experts told us why they think youll still take it  via  So that they can makes  they dont give a damn what the drug does as long as they make lots of ,1
1247024312592355329t, stop spreading hysteria Covid 19 is a crime against humanity its terrorism to control society with fear Covid 19 fears is big pharma and the WHO spreading fear for everyone to take the vaccine  they will make billions MM arr,1
1334226160591515655t,I love how they have to specify this because Pfizer are known for cutting corners that resulted in numerous lawsuits illegal testing on more than 200 Nigerian kids that led to the death of 11 and left many more disabled  ,1
1376728706295664643t,  Keeping American children away from Faucis childrens book will be more beneficial than any child vaccine Why is Pfizer now getting richer off of what we were told was unnecessary Thanks for helping Trump with the Original vaccine Pfizer,1
1328382736747409410t,I think they were expected at this time but Pfizer and FDA did their bit deliberately Announced day after election Wherever Gates and Fauci have their money is the vaccine  no one should take,1
1329115294862815234t,I want to see certified evidence that top Pfizer executives have used the vaccine before they can release it to the public,1
1337049200362663944t,  Why vaccinate children who have extremely high survival rates Florida has a recorded 1 in 10000 CFR for pediatric patients What that looks like to me is a profit motivated trail which could result in serious injuries to children Im not OK with that,1
