ID,tweet,rushed
1340674812860116993t, I mean yay vaccines and all but lets not forget that Big Pharma is not a resistance hero Pfizer has lots of ED and other drugs to sell to Fox watching geezers and Id guess that the profits from those far exceed vaccine s,0
1344004119657390097t,  And how do we decipher the genuine people from the paid government shills who claim to be at the front end of everything but are merely spreading government propaganda For all anyone knows you or your partner may have heavily invested in big pharma vaccines,0
1306259401460908035t,  Pfizer just completed the enrollment to the 30000 mark They are talking more than 1 dose to provide immunity I believe the booster is at the 3 month mark All of the data will not be in I wont get a vaccine with 100 data analysis,1
1315557874727292928t,  It takes at least 2 years to say fully if it has worked without negative effects on peoples health Even the orchestrator Bill Gates said he was willing to rush the vaccines produced by Astra Zeneca as they are free from liability in the first place,1
1341353177078231040t,Suspicions grow that nanoparticles in Pfizers COVID19 vaccine trigger rare allergic reactions ,0
1303672959819710466t,loss of use of her hands  feet in a COVID vaccine trial participant Transverse myelitis in Covid vaccine participant confirmed by NYT  AstraZeneca needs to IMMEDIATELY DISCLOSE exactly what is going on with their coronavirus vaccine trial,0
1269652832325697538t,Excellent Very informative  clear table about SARSCoV2 COVID19 vaccine candidates RNA vaccines like the one been developed by  are as yet just wishful thinking,1
1378114631680499714t,First the UK said they had no blood clotting incidents during their vaccine rollout Then they later admitted 30 odd cases Now theyre admitting 7 deaths due to it Why the initial deceit Seven UK recipients of Oxford jab reported dead after clotting ,0
1316028429834223617t,  Its very very important not to rush these vaccines AstraZenecas pause started on Tuesday Sept 8th and continues The pause indicates safety concerns arent being fluffed off which is a good sign I totally agree that rushing out a flawed vaccine would be a major mistake,1
1398444109468106758t,48YearOld Surgeon DEAD after Mocking Antivaxxers and Writing His Own Obituary after Moderna COVID Injections By Jamie McIntyre Need I say more other then ignorance and arrogance are deadly Taking a Bs 19 shot is an IQ test ,0
1375846822917328896t,Is pfizer really testing their vaccine on infants  As a parent I would never allow that,1
1340957333120282624t, Yes they have only got five days once defrosted See now they are trying to rush the Oxford vaccine through as they are running out of the current one I wont forget Ghosts,1
1334779326722666496t,   Google Prof Mike Yeadon or Prof Carl Heneghan for your answers Youre right it does take 10 yrs average to develop a vaccine So even more worrisome that Pfizer are seeking not to be held liable if there are adverse reactions,1
1336342703697776641t,Astra zeneca did a whole huge trial and did not enlist enough over 55 year olds and now wants to proclaim wow no one went in the hospital after getting our vaccine Are you kidding me Why bother with a trial if you dont sign up enough old people for a disease that kills olds ,1
1418373664135860227t,THERE IS ALSO THE MATTER OF THE 13 MILLION OR SO AMERICANS WHO WERE DUPED INTO TAKING THE JOHNSON AND JOHNSON VACCINE WHICH APPEARS LARGELY INEFFECTIVE AGAINST DELTA AND WHO ARE NOT CURRENTLY CLEARED TO GET MRNA BOOSTERS ,0
1336287508863193090t,UK media celebrating the injection of s nonpeer reviewed unlicensed DNAlinked Covid treatment A product never tried on a population with unknowns on its immunizing longevity ability to halt contagion or hazards to health  vaccinefact,1
1353500338456829953t,  It was nice conversing with you but I have to go want to enjoy my lemonade Covid19 vaccine is ineffective  We need a pathogen in order to win,0
1253700338516987907t, Has there ever been a vaccine for SARS or any Coronavirus Why would the media and Dr Fauci say 1218months You are on the right track with AB testing and plasma therapeuticsGo team Jake,1
1288631356218646538t,Ladies and Gentlemen The COVID19 treatment is here No Vaccine needed     WATCH VIDEO NOW  Treatment without toxicity  Ireland Blood Cleanse ,0
1339171878510923778t,Why would a healthy person take the risk of becoming very sick by taking the untried and improperly trialled Pfizer vaccine,1
1439678488076865539t,  Youve included the fact that the FDA have required Pfizer to begin a five year study on the rates of myocarditis and pericarditis a study which hasnt started yet and wont end until 2025 No Why not as it makes the vaccine more likely to harm children than the virus,1
1312364108461805589t, Anyone signing up for the rushed Russian Covid19 vaccine no you go first,1
1347484187562020864t,so  s DAD gets 2nd Covid vaccine jab within the 1228 days vaccine manufacturers guidelines and gets the same manufacturers 2nd vaccine thats convenient alot havnt even had their first jab and dont know ifwhen their getting the second,0
1365007450970198016t,Im seeing young ppl get the vaccine whats going on I literally cant keep up I thought it was only for the old and decrepit Nurse twitter wya Im bout to get mad,0
1358568996572921857t,Somebody isnt telling the truth here Why doesnt UK do the same Why doesnt UK stop the rollout of the AstraZeneca covid19 vaccine provides minimal protection against mild disease caused by the new coronavirus variant circulating in South Africa ,0
1397244526780207116t,Stop Moderna Alert for Children Side Damaging Effects already Happening 1217 Heart inflammation  MUST INVESTIGATE Do they have to die before its stopped     Icecreamandcandy BAIT is not the Answer Stopmodernakids ,0
1330260953171185664t,    Why has it been granted that they are exempt from any issues arising from taking the vaccine If it is 100 safe and has been properly tested then surely this isnt necessary,1
1326232393846493185t, Pfizer was fined 23 billion in fines for basically lieing 2009 allso same year had to pay 50 million to Nigeria family for vaccines killing children Google it how can we trust a vaccine after only 6 months from conception x,1
