ID,tweet,mandatory
1255889418126274561t, Apart from enriching ppl like Bill Gates and making it mandatory that ppl receive the vaccine if they want to particular in society Im not seeing a valuable reason why anyone would want the vax,1
1333424395973431297t, Thats good to know any company that requires proof of vaccination will lose me as a customer even if they change their minds later after the potential backlash,1
1260983054681563136t, Open up CA now I dont take the flu vaccine I wont take one for Covid NO MANDATORY VACCINES If you go down that path it will be a big mistake huge,1
1366017072002703362t,A nation of scientifically illiterate bedwetters happy to accept fudged figures  draconian restrictions on our freedoms for a virus with 999 recovery rate for most people desperate to swap natural immunity for a corporate vaccine in return for a normal forcibly removed,1
1171799731124744201t, My husband aNYCsheriffSGT 911 first responder that barely escaped the tower fall protects you todayeveryday He cant protect his sons from outrageous vaccine mandates you passed ReallyServe as a beacon of freedom for the entire worldYou have taken away freedom from NY,1
1287825182607003648t,Theyre doing their utmost to drag this thing out Any serious people running a country would have stopped this by now This is an utter shitshow and apparently its all just to give us a vaccine Does anyone really believe itll only be one and there wont be more pandemics ,1
1250566048639680512t, Justin and Bill have a Covid19 Vaccine test plan Mandatory Vaccines for Canada canpoli ,1
1373612171897286658t, Refused mine saying there is no polite way to tell them to stick the vaccine where the sun doesnt shine,1
1325783275659517957t, media declared Biden as President elect over the weekend Then on Monday morning the George Soros Gates owned Pfizer announce a vaccine for the plandemic  All you have to do to come out of lockdown to live your life again is take it accept Global Marxism How convenient,0
1375210940933672968t,I do not believe vaccinated immunity is better then natural immunity and NOBODY who has had the virus already should be vaccinated I do believe that those who have not had COVID in at risks groups should consult with their doctor about getting vaccinated,0
1353883876872093697t,Now if these guys try to force you to take the vaccine RUN DoctorWho ,1
1334676293950922752t,Volunteer Dies During  CovidVaccine Trial    No further details were provided citing medical confidentiality VACCINE STORY IS ANOTHER MYTH ,0
1364350223162765314t,Listen to me now We will agree to do our Vaccine Passport only when youll get a normal hair style man Never  BorisJohnson,1
1420770344957366273t,Anyone know if foster kids are being forced to have the vaccine covid CovidVaccine AstraZeneca FauciEmails annonymous fostercare freealei  ,1
1353568277406990337t,  Bulls Eye  Its a 5050 vaccine with 20 side effects No worth giving a Covaxin shot,0
1364507525706633216t,Those who wish to protect themselves wvaccine can Once they have done so they have nothing to fear from those that choose not to Therefore no rationale exists for the idea and it is nothing more than a coercive assault on civil liberties,1
1319282184868409346t,  Sorry to put in Portuguese but I am warning my Brazilian Patriots the risks we are having from the communists who wish to obry the chinese vaccine in us We do not accept it,0
1261754447232974848t,   Being as there has never been an effective Corona virus vaccine wouldnt place my money on that one Going to be a long slog in isolation,0
1302955895547219972t,  Its illegal under Nuremberg code 1947 to experiment on humans without their consent A senior executive from AstraZeneca was just granted protection from all legal action if the companys vaccine led to damaging side effects ,0
1295951668471672832t,So Scomos choice takes no liaibility for side effects from its vaccine but hes going to make vaccination mandatory  WTFAstraZeneca to be exempt from coronavirus vaccine liability claims in most countries  Article AMP  Reuters ,1
1331289951883976714t,  Aye mate Mike yeadon a man that advised pfizer for 35 years you know the company that you will jump at their vaccine  aye thats right dismiss an epidemiologist if that makes you feel better make you rather daft mate easier to call it conspiracy than actually look right,0
1323366879717711883t, Please dont push CoronaChina virus vaccine on us make it voluntary We dont trust vaccinations or anything to do with Bill Gates and friends pushing their agenda of vaccine chips and NWO Please stop this from happening,1
1352820716253679616t,  Better yet lets just open the country and get back to work Those that want the vaccine by all means get it If you dont want it dont get it This is what being free is all about ,1
1270317186092064768t, There is no more pretense that safety or efficacy matter The Oxford vaccine is a failure Nevertheless lets go ahead and test it out on the usual countries that we manage to threaten or bribe into playing along ,0
1340132973446774785t, And then it went on to praise the explicitly experimental Pfizer vaccine Propaganda has gone to another level and the public is being force fed info to get them to submit to a horrible vaccine,1
1364409449117540358t, He would do that but it would force him to admit that having been vaccinated makes you any different than those that havent been vaccinated,0
1411701975557623812t,Teen dies in sleep after receiving Pfizer COVID vaccine CDC investigating  WKRC TV Cincinnati ,0
1250550625047400454t,Bill Gates involvement with the Corona vaccine assures many unprotected people Back off  and mind your own business billgates BillGatesIsNotOurFriend,0
1349776437671198721t, Covid cells in your body are as common as the flu Everyone carries them and most people are not affected by Covid Forcing entire population to take a vaccine that has side effects and potentially causes birth defects and sterilization is insane My body my choice No thank you,1
